Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Heracross,Bug,4,80,125,75,85,347.5,Dottler,Bug,4,50,35,80,30,-55,0,258,214,825
Mega Heracross,Bug,4,80,185,115,75,400.5,Durant,Bug,4,58,109,112,109,295.5,0,259,214,632
Sneasel,Dark,6,55,95,55,115,220,Dustox,Bug,4,60,50,70,65,150,0,260,215,269
Teddiursa,Normal,5,60,80,50,40,165,Dwebble,Bug,4,50,65,85,55,215,1,261,216,557
Ursaring,Normal,5,90,130,75,55,215,Escavalier,Bug,4,70,135,105,20,265,1,262,217,589
Slugma,Fire,2,40,40,40,20,95,Forretress,Bug,4,75,90,140,40,185,1,263,218,205
Magcargo,Fire,2,60,50,120,30,221.5,Galvantula,Bug,4,70,77,60,108,215,0,264,219,596
Swinub,Ice,10,50,50,40,50,70,Genesect,Bug,4,71,120,95,99,360,1,265,220,649
Piloswine,Ice,10,100,100,80,50,205,Golisopod,Bug,4,75,125,140,40,330,1,266,221,768
Corsola,Water,3,65,55,95,35,188,Grubbin,Bug,4,47,62,45,46,145,0,267,222,736
Galarian Corsola,Ghost,16,60,55,100,30,182.5,Heracross,Bug,4,80,125,75,85,310,1,268,222,214
Remoraid,Water,3,35,65,35,65,153,Illumise,Bug,4,65,47,75,85,207,1,269,223,314
Octillery,Water,3,75,105,75,45,253,Joltik,Bug,4,50,47,50,65,107,0,270,224,595
Delibird,Ice,10,45,55,45,75,207.5,Kakuna,Bug,4,45,25,50,35,100,0,271,225,14
Mantine,Water,3,85,40,70,70,227.5,Karrablast,Bug,4,50,75,45,60,190,0,272,226,588
Skarmory,Steel,12,65,80,140,70,348.75,Kricketot,Bug,4,37,25,41,25,48,0,273,227,401
Houndour,Dark,6,45,60,30,65,115,Kricketune,Bug,4,77,85,51,65,218,1,274,228,402
Houndoom,Dark,6,75,90,50,95,225,Larvesta,Bug,4,55,85,55,60,165,0,275,229,636
Mega Houndoom,Dark,6,75,90,90,115,267,Leavanny,Bug,4,75,103,80,92,260,0,276,229,542
Kingdra,Water,3,75,95,95,85,315,Ledian,Bug,4,55,35,50,85,130,0,277,230,166
Phanpy,Ground,9,90,60,60,40,230,Ledyba,Bug,4,40,20,30,55,145,0,278,231,165
Donphan,Ground,9,90,120,120,50,320,Masquerain,Bug,4,70,60,62,80,272,0,279,232,284
Porygon2,Normal,5,85,80,90,60,165,Mega Beedrill,Bug,4,65,150,40,145,320,1,280,233,15
Stantler,Normal,5,73,95,62,85,130,Mega Heracross,Bug,4,80,185,115,75,360,1,281,234,214
Smeargle,Normal,5,55,20,35,75,30,Mega Pinsir,Bug,4,65,155,120,105,425,1,282,235,127
Tyrogue,Fighting,13,35,35,35,35,65,Mega Scizor,Bug,4,70,150,140,75,417.5,1,283,236,212
Hitmontop,Fighting,13,50,95,95,70,300,Metapod,Bug,4,50,20,55,30,60,0,284,237,11
Smoochum,Ice,10,45,30,15,65,-33,Mothim,Bug,4,70,94,50,66,220,1,285,238,414
Elekid,Electric,8,45,63,37,95,195,Nincada,Bug,4,31,45,90,40,206,1,286,239,290
Magby,Fire,2,45,75,37,83,195,Ninjask,Bug,4,61,90,45,160,206,1,287,240,291
Miltank,Normal,5,95,80,105,100,335,Orbeetle,Bug,4,60,45,110,90,225,0,288,241,826
Blissey,Normal,5,255,10,10,55,260,Paras,Bug,4,35,70,55,25,175,0,289,242,46
Raikou,Electric,8,90,85,75,115,270,Parasect,Bug,4,60,95,80,30,222.5,0,290,243,47
Entei,Fire,2,115,115,85,100,346.5,Pheromosa,Bug,4,71,137,37,151,166,0,291,244,795
Suicune,Water,3,100,75,115,85,310,Pineco,Bug,4,50,65,90,15,145,0,292,245,204
Larvitar,Rock,15,50,64,50,41,80,Pinsir,Bug,4,65,125,100,85,247,1,293,246,127
Pupitar,Rock,15,70,84,70,51,220,Ribombee,Bug,4,60,55,60,124,131,0,294,247,743
Tyranitar,Rock,15,100,134,110,61,335,Scatterbug,Bug,4,38,35,40,35,-120,0,295,248,664
Mega Tyranitar,Rock,15,100,164,150,71,225,Scizor,Bug,4,70,130,100,65,201,0,296,248,212
Lugia,Psychic,14,106,90,130,110,336,Scolipede,Bug,4,60,100,89,112,181,0,297,249,545
Ho-oh,Fire,2,106,130,90,90,388.5,Scyther,Bug,4,70,110,80,105,105,0,298,250,123
Celebi,Psychic,14,100,100,100,100,188,Sewaddle,Bug,4,45,53,70,42,110,0,299,251,540
Treecko,Grass,1,40,45,35,70,10,Shedinja,Bug,4,1,90,45,40,176,1,300,252,292
Grovyle,Grass,1,50,65,45,95,175,Shelmet,Bug,4,50,40,85,25,167.5,0,301,253,616
Sceptile,Grass,1,70,85,65,120,320,Shuckle,Bug,4,20,10,230,5,180,0,302,254,213
Mega Sceptile,Grass,1,70,110,75,145,330,Silcoon,Bug,4,50,35,55,15,100,0,303,254,266
Torchic,Fire,2,45,60,40,45,179,Spewpa,Bug,4,45,22,60,29,36,0,304,255,665
Combusken,Fire,2,60,85,60,55,245,Spinarak,Bug,4,40,60,40,30,0,0,305,256,167
Blaziken,Fire,2,80,120,70,80,342.5,Surskit,Bug,4,40,30,32,65,47,0,306,257,283
Mega Blaziken,Fire,2,80,160,80,100,404.25,Swadloon,Bug,4,55,63,90,42,-390,0,307,257,541
Mudkip,Water,3,50,70,50,40,165,Venipede,Bug,4,30,45,59,57,121,0,308,258,543
Marshtomp,Water,3,70,85,70,50,210,Venomoth,Bug,4,70,65,60,90,200,0,309,259,49
Swampert,Water,3,100,110,90,60,305,Venonat,Bug,4,60,55,50,45,100,0,310,260,48
Mega Swampert,Water,3,100,150,110,70,350,Vespiquen,Bug,4,70,80,102,40,142,0,311,260,416
Poochyena,Dark,6,35,55,35,35,20,Vikavolt,Bug,4,77,70,90,43,225,1,312,261,738
Mightyena,Dark,6,70,90,70,70,196,Vivillon,Bug,4,80,52,50,89,181,0,313,262,666
Zigzagoon,Normal,5,38,30,41,60,96,Volbeat,Bug,4,65,73,75,85,268,1,314,263,313
Galarian Zigzagoon,Dark,6,38,30,41,60,49,Volcarona,Bug,4,85,60,65,100,280,1,315,263,637
Linoone,Normal,5,78,70,61,100,274,Weedle,Bug,4,40,35,30,50,85,0,316,264,13
Galarian Linoone,Dark,6,78,70,61,100,199,Whirlipede,Bug,4,40,55,99,47,171,0,317,264,544
Wurmple,Bug,4,45,45,35,20,110,Wimpod,Bug,4,25,35,40,80,135,1,318,265,767
Silcoon,Bug,4,50,35,55,15,96,Wormadam Plant Cloak,Bug,4,60,59,85,36,170,1,319,266,413
Beautifly,Bug,4,60,70,50,65,205.5,Wormadam Sandy Cloak,Bug,4,60,79,105,36,210,1,320,267,413
Cascoon,Bug,4,50,35,55,15,86,Wormadam Trash Cloak,Bug,4,60,69,95,36,242.5,1,321,268,413
Dustox,Bug,4,60,50,70,65,222.5,Wurmple,Bug,4,45,45,35,20,95,0,322,269,265
Lotad,Water,3,40,30,30,30,0,Yanma,Bug,4,65,65,45,95,240,1,323,270,193
Lombre,Water,3,60,50,50,50,58,Yanmega,Bug,4,86,76,86,95,293,1,324,271,469
Ludicolo,Water,3,80,70,70,70,150,Accelgor,Bug,4,80,70,40,145,265,1,325,272,617
Seedot,Grass,1,40,40,50,30,-20,Ariados,Bug,4,70,90,70,40,260,1,326,273,168
Nuzleaf,Grass,1,70,70,40,60,-40,Beautifly,Bug,4,60,70,50,65,227.5,1,327,274,267
Shiftry,Grass,1,90,100,60,80,-30,Beedrill,Bug,4,65,90,40,75,245,1,328,275,15
Taillow,Normal,5,40,55,30,85,200,Blipbug,Bug,4,25,20,20,45,55,0,329,276,824
Swellow,Normal,5,60,85,60,125,315.5,Burmy,Bug,4,40,29,45,36,65,0,330,277,412
Wingull,Water,3,40,30,30,85,162.5,Butterfree,Bug,4,60,45,50,70,195,1,331,278,12
Pelipper,Water,3,60,50,100,65,205.5,Buzzwole,Bug,4,107,139,139,79,414,1,332,279,794
Ralts,Psychic,14,28,25,25,40,83,Cascoon,Bug,4,50,35,55,15,130,1,333,280,268
Kirlia,Psychic,14,38,35,35,50,128,Caterpie,Bug,4,45,30,35,45,120,0,334,281,10
Gardevoir,Psychic,14,68,65,65,80,196,Charjabug,Bug,4,57,82,95,36,205,1,335,282,737
Mega Gardevoir,Psychic,14,68,85,65,100,288,Combee,Bug,4,30,30,42,70,87,0,336,282,415
Surskit,Bug,4,40,30,32,65,62,Crustle,Bug,4,70,105,125,45,315,1,337,283,558
Masquerain,Bug,4,70,60,62,80,249.5,Cutiefly,Bug,4,40,45,40,84,179,0,338,284,742
Shroomish,Grass,1,60,40,60,35,125,Dottler,Bug,4,50,35,80,30,175,1,339,285,825
Breloom,Grass,1,60,130,80,70,231,Durant,Bug,4,58,109,112,109,355.5,1,340,286,632
Slakoth,Normal,5,60,60,60,30,160,Dustox,Bug,4,60,50,70,65,185,1,341,287,269
Vigoroth,Normal,5,80,80,80,90,265,Dwebble,Bug,4,50,65,85,55,215,0,342,288,557
Slaking,Normal,5,150,160,100,100,375,Escavalier,Bug,4,70,135,105,20,250,0,343,289,589
Nincada,Bug,4,31,45,90,40,116,Forretress,Bug,4,75,90,140,40,322.5,1,344,290,205
Ninjask,Bug,4,61,90,45,160,317.5,Galvantula,Bug,4,70,77,60,108,225,0,345,291,596
Shedinja,Bug,4,1,90,45,40,176,Genesect,Bug,4,71,120,95,99,340,1,346,292,649
Whismur,Normal,5,64,51,23,28,41,Golisopod,Bug,4,75,125,140,40,329,1,347,293,768
Loudred,Normal,5,84,71,43,48,184,Grubbin,Bug,4,47,62,45,46,129,0,348,294,736
Exploud,Normal,5,104,91,63,68,201,Heracross,Bug,4,80,125,75,85,274,1,349,295,214
Makuhita,Fighting,13,72,60,30,25,163.5,Illumise,Bug,4,65,47,75,85,212,1,350,296,314
Hariyama,Fighting,13,144,120,60,50,350.5,Joltik,Bug,4,50,47,50,65,92,0,351,297,595
Azurill,Normal,5,50,20,40,20,117.5,Kakuna,Bug,4,45,25,50,35,135,1,352,298,14
Nosepass,Rock,15,30,45,135,30,165,Karrablast,Bug,4,50,75,45,60,140,0,353,299,588
Skitty,Normal,5,50,45,45,50,165,Kricketot,Bug,4,37,25,41,25,83,0,354,300,401
Delcatty,Normal,5,70,65,65,90,205,Kricketune,Bug,4,77,85,51,65,213,1,355,301,402
Sableye,Dark,6,50,75,75,50,165,Larvesta,Bug,4,55,85,55,60,180,1,356,302,636
Mega Sableye,Dark,6,50,85,125,20,177,Leavanny,Bug,4,75,103,80,92,265,1,357,302,542
Mawile,Steel,12,50,85,85,50,261.25,Ledian,Bug,4,55,35,50,85,140,0,358,303,166
Mega Mawile,Steel,12,50,105,125,50,325,Ledyba,Bug,4,40,20,30,55,40,0,359,303,165
Aron,Steel,12,50,70,100,30,220,Masquerain,Bug,4,70,60,62,80,202,0,360,304,284
Lairon,Steel,12,60,90,140,40,255,Mega Beedrill,Bug,4,65,150,40,145,310,1,361,305,15
Aggron,Steel,12,70,110,180,50,317.5,Mega Heracross,Bug,4,80,185,115,75,345,1,362,306,214
Mega Aggron,Steel,12,70,140,230,50,412.5,Mega Pinsir,Bug,4,65,155,120,105,305,0,363,306,127
Meditite,Fighting,13,30,40,55,60,35,Mega Scizor,Bug,4,70,150,140,75,415,1,364,307,212
Medicham,Fighting,13,60,60,75,80,255,Metapod,Bug,4,50,20,55,30,95,0,365,308,11
Mega Medicham,Fighting,13,60,100,85,100,251,Mothim,Bug,4,70,94,50,66,180,0,366,308,414
Electrike,Electric,8,40,45,40,65,145,Nincada,Bug,4,31,45,90,40,206,1,367,309,290
Manectric,Electric,8,70,75,60,105,220,Ninjask,Bug,4,61,90,45,160,206,0,368,310,291
Mega Manectric,Electric,8,70,75,80,135,315,Orbeetle,Bug,4,60,45,110,90,230,0,369,310,826
Plusle,Electric,8,60,50,40,95,175,Paras,Bug,4,35,70,55,25,160,0,370,311,46
Minun,Electric,8,60,40,50,95,150,Parasect,Bug,4,60,95,80,30,245,1,371,312,47
Volbeat,Bug,4,65,73,75,85,161,Pheromosa,Bug,4,71,137,37,151,359.5,1,372,313,795
Illumise,Bug,4,65,47,75,85,207,Pineco,Bug,4,50,65,90,15,173,0,373,314,204
Roselia,Grass,1,50,60,45,65,95,Pinsir,Bug,4,65,125,100,85,345,1,374,315,127
Gulpin,Poison,7,70,43,53,40,178.5,Ribombee,Bug,4,60,55,60,124,213,1,375,316,743
Swalot,Poison,7,100,73,83,55,293.5,Scatterbug,Bug,4,38,35,40,35,75,0,376,317,664
Carvanha,Water,3,45,90,20,65,-40,Scizor,Bug,4,70,130,100,65,275,1,377,318,212
Sharpedo,Water,3,70,120,40,95,125,Scolipede,Bug,4,60,100,89,112,241,1,378,319,545
Mega Sharpedo,Water,3,70,140,70,105,165,Scyther,Bug,4,70,110,80,105,225,1,379,319,123
Wailmer,Water,3,130,70,35,60,242,Sewaddle,Bug,4,45,53,70,42,175,0,380,320,540
Wailord,Water,3,170,90,45,60,275,Shedinja,Bug,4,1,90,45,40,176,0,381,321,292
Numel,Fire,2,60,60,40,35,175,Shelmet,Bug,4,50,40,85,25,80,0,382,322,616
Camerupt,Fire,2,70,100,70,40,275,Shuckle,Bug,4,20,10,230,5,165,0,383,323,213
Mega Camerupt,Fire,2,70,120,100,20,292.5,Silcoon,Bug,4,50,35,55,15,-85,0,384,323,266
Torkoal,Fire,2,70,85,140,20,304,Spewpa,Bug,4,45,22,60,29,-14,0,385,324,665
Spoink,Psychic,14,60,25,35,60,60,Spinarak,Bug,4,40,60,40,30,120,1,386,325,167
Grumpig,Psychic,14,80,45,65,80,210,Surskit,Bug,4,40,30,32,65,122,0,387,326,283
Spinda,Normal,5,60,60,60,60,177,Swadloon,Bug,4,55,63,90,42,190,1,388,327,541
Trapinch,Ground,9,45,100,45,10,155,Venipede,Bug,4,30,45,59,57,91,0,389,328,543
Vibrava,Ground,9,50,70,50,70,175,Venomoth,Bug,4,70,65,60,90,215,1,390,329,49
Flygon,Ground,9,80,100,80,100,305,Venonat,Bug,4,60,55,50,45,110,0,391,330,48
Cacnea,Grass,1,50,85,40,35,50,Vespiquen,Bug,4,70,80,102,40,270.75,1,392,331,416
Cacturne,Grass,1,70,115,60,55,20,Vikavolt,Bug,4,77,70,90,43,222.5,1,393,332,738
Swablu,Normal,5,45,40,60,50,169,Vivillon,Bug,4,80,52,50,89,231,1,394,333,666
Altaria,Dragon,17,75,70,90,80,278.5,Volbeat,Bug,4,65,73,75,85,228,0,395,334,313
Mega Altaria,Dragon,17,75,110,110,80,345,Volcarona,Bug,4,85,60,65,100,200,0,396,334,637
Zangoose,Normal,5,73,115,60,90,303,Weedle,Bug,4,40,35,30,50,40,0,397,335,13
Seviper,Poison,7,73,100,60,65,270.5,Whirlipede,Bug,4,40,55,99,47,191,0,398,336,544
Lunatone,Rock,15,90,55,65,70,210,Wimpod,Bug,4,25,35,40,80,70,0,399,337,767
Solrock,Rock,15,90,95,85,70,222,Wormadam Plant Cloak,Bug,4,60,59,85,36,50,0,400,338,413
Barboach,Water,3,50,48,43,60,122,Wormadam Sandy Cloak,Bug,4,60,79,105,36,184,1,401,339,413
Whiscash,Water,3,110,78,73,60,252,Wormadam Trash Cloak,Bug,4,60,69,95,36,182,0,402,340,413
Corphish,Water,3,43,80,65,35,178,Wurmple,Bug,4,45,45,35,20,65,0,403,341,265
Crawdaunt,Water,3,63,120,85,55,193,Yanma,Bug,4,65,65,45,95,150,0,404,342,193
Baltoy,Ground,9,40,40,55,55,38,Yanmega,Bug,4,86,76,86,95,343,1,405,343,469
Claydol,Ground,9,60,70,105,75,170,Accelgor,Bug,4,80,70,40,145,300,1,406,344,617
Lileep,Rock,15,66,41,77,23,27,Ariados,Bug,4,70,90,70,40,188,1,407,345,168
Cradily,Rock,15,86,81,97,43,167,Beautifly,Bug,4,60,70,50,65,-79,0,408,346,267
Anorith,Rock,15,45,95,50,75,175,Beedrill,Bug,4,65,90,40,75,80,0,409,347,15
Armaldo,Rock,15,75,125,100,45,325,Blipbug,Bug,4,25,20,20,45,-140,0,410,348,824
Feebas,Water,3,20,15,20,80,106,Burmy,Bug,4,40,29,45,36,135,1,411,349,412
Milotic,Water,3,95,60,79,81,270,Butterfree,Bug,4,60,45,50,70,165,0,412,350,12
Castform,Normal,5,70,70,70,70,141,Buzzwole,Bug,4,107,139,139,79,394,1,413,351,794
Castform Sunny,Fire,2,70,70,70,70,262.5,Cascoon,Bug,4,50,35,55,15,15,0,414,351,268
Castform Rainy,Water,3,70,70,70,70,250,Caterpie,Bug,4,45,30,35,45,85,0,415,351,10
Castform Snowy,Ice,10,70,70,70,70,198,Charjabug,Bug,4,57,82,95,36,200,1,416,351,737
Kecleon,Normal,5,60,90,70,40,230,Combee,Bug,4,30,30,42,70,82,0,417,352,415
Shuppet,Ghost,16,44,75,35,45,146.5,Crustle,Bug,4,70,105,125,45,270,1,418,353,558
Banette,Ghost,16,64,115,65,65,286.5,Cutiefly,Bug,4,40,45,40,84,94,0,419,354,742
Mega Banette,Ghost,16,64,165,75,75,361.5,Dottler,Bug,4,50,35,80,30,-135,0,420,354,825
Duskull,Ghost,16,20,40,90,25,120.5,Durant,Bug,4,58,109,112,109,348,1,421,355,632
Dusclops,Ghost,16,40,70,130,25,240,Dustox,Bug,4,60,50,70,65,175,0,422,356,269
Tropius,Grass,1,99,68,83,51,236,Dwebble,Bug,4,50,65,85,55,187,0,423,357,557
Chimecho,Psychic,14,75,50,80,65,0,Escavalier,Bug,4,70,135,105,20,305,1,424,358,589
Absol,Dark,6,65,130,60,75,150,Forretress,Bug,4,75,90,140,40,215,1,425,359,205
Mega Absol,Dark,6,65,150,60,115,236,Galvantula,Bug,4,70,77,60,108,165,0,426,359,596
Wynaut,Psychic,14,95,23,48,23,-51,Genesect,Bug,4,71,120,95,99,373.5,1,427,360,649
Snorunt,Ice,10,50,50,50,50,75,Golisopod,Bug,4,75,125,140,40,355,1,428,361,768
Glalie,Ice,10,80,80,80,80,258,Grubbin,Bug,4,47,62,45,46,120,0,429,362,736
Mega Glalie,Ice,10,80,120,80,100,255,Heracross,Bug,4,80,125,75,85,245,0,430,362,214
Spheal,Ice,10,70,40,50,25,138,Illumise,Bug,4,65,47,75,85,232,1,431,363,314
Sealeo,Ice,10,90,60,70,45,218,Joltik,Bug,4,50,47,50,65,152,0,432,364,595
Walrein,Ice,10,110,80,90,65,320,Kakuna,Bug,4,45,25,50,35,75,0,433,365,14
Clamperl,Water,3,35,64,85,32,141,Karrablast,Bug,4,50,75,45,60,166,1,434,366,588
Huntail,Water,3,55,104,105,52,291,Kricketot,Bug,4,37,25,41,25,24,0,435,367,401
Gorebyss,Water,3,55,84,105,52,211,Kricketune,Bug,4,77,85,51,65,194,0,436,368,402
Relicanth,Water,3,100,90,130,55,290,Larvesta,Bug,4,55,85,55,60,75,0,437,369,636
Luvdisc,Water,3,43,30,55,97,122,Leavanny,Bug,4,75,103,80,92,335,1,438,370,542
Bagon,Dragon,17,45,75,60,50,195,Ledian,Bug,4,55,35,50,85,150,0,439,371,166
Shelgon,Dragon,17,65,95,100,50,290,Ledyba,Bug,4,40,20,30,55,50,0,440,372,165
Salamence,Dragon,17,95,135,80,100,380,Masquerain,Bug,4,70,60,62,80,137,0,441,373,284
Mega Salamence,Dragon,17,95,145,130,120,415,Mega Beedrill,Bug,4,65,150,40,145,255,0,442,373,15
Beldum,Steel,12,40,55,80,30,20,Mega Heracross,Bug,4,80,185,115,75,400,1,443,374,214
Metang,Steel,12,60,75,100,50,130,Mega Pinsir,Bug,4,65,155,120,105,370,1,444,375,127
Metagross,Steel,12,80,135,130,70,265,Mega Scizor,Bug,4,70,150,140,75,367.5,1,445,376,212
Mega Metagross,Steel,12,80,145,150,110,465,Metapod,Bug,4,50,20,55,30,10,0,446,376,11
Regirock,Rock,15,80,100,200,50,336,Mothim,Bug,4,70,94,50,66,-120,0,447,377,414
Regice,Ice,10,80,50,100,50,235,Nincada,Bug,4,31,45,90,40,106,0,448,378,290
Registeel,Steel,12,80,75,150,50,310,Ninjask,Bug,4,61,90,45,160,281,0,449,379,291
Latias,Dragon,17,80,80,90,110,270,Orbeetle,Bug,4,60,45,110,90,225,0,450,380,826
Mega Latias,Dragon,17,80,100,120,110,270,Paras,Bug,4,35,70,55,25,85,0,451,380,46
Latios,Dragon,17,80,90,80,110,170,Parasect,Bug,4,60,95,80,30,175,1,452,381,47
Mega Latios,Dragon,17,80,130,100,110,146,Pheromosa,Bug,4,71,137,37,151,266,1,453,381,795
Kyogre,Water,3,100,100,90,90,315,Pineco,Bug,4,50,65,90,15,120,0,454,382,204
Primal Kyogre,Water,3,100,150,90,90,305,Pinsir,Bug,4,65,125,100,85,225,0,455,382,127
Groudon,Ground,9,100,150,140,90,425,Ribombee,Bug,4,60,55,60,124,224,0,456,383,743
Primal Groudon,Ground,9,100,180,160,90,512.5,Scatterbug,Bug,4,38,35,40,35,58,0,457,383,664
Rayquaza,Dragon,17,105,150,90,95,375,Scizor,Bug,4,70,130,100,65,290,0,458,384,212
Mega Rayquaza,Dragon,17,105,180,100,115,450,Scolipede,Bug,4,60,100,89,112,181,0,459,384,545
Jirachi,Steel,12,100,100,100,100,290,Scyther,Bug,4,70,110,80,105,265,0,460,385,123
Deoxys Normal Forme,Psychic,14,50,150,50,150,294,Sewaddle,Bug,4,45,53,70,42,60,0,461,386,540
Deoxys Attack Forme,Psychic,14,50,180,20,150,220,Shedinja,Bug,4,1,90,45,40,176,0,462,386,292
Deoxys Defense Forme,Psychic,14,50,70,160,90,290,Shelmet,Bug,4,50,40,85,25,130,0,463,386,616
Deoxys Speed Forme,Psychic,14,50,95,90,180,395,Shuckle,Bug,4,20,10,230,5,170,0,464,386,213
Turtwig,Grass,1,55,68,64,31,148,Silcoon,Bug,4,50,35,55,15,121,0,465,387,266
Grotle,Grass,1,75,89,85,36,241,Spewpa,Bug,4,45,22,60,29,111.5,0,466,388,665
Torterra,Grass,1,95,109,105,56,245,Spinarak,Bug,4,40,60,40,30,142.75,0,467,389,167
Chimchar,Fire,2,44,58,44,61,192,Surskit,Bug,4,40,30,32,65,109,0,468,390,283
Monferno,Fire,2,64,78,52,81,259.25,Swadloon,Bug,4,55,63,90,42,-62,0,469,391,541
Infernape,Fire,2,76,104,71,108,347.75,Venipede,Bug,4,30,45,59,57,-17,0,470,392,543
Piplup,Water,3,53,51,53,40,132,Venomoth,Bug,4,70,65,60,90,234,1,471,393,49
Prinplup,Water,3,64,66,68,50,193,Venonat,Bug,4,60,55,50,45,144,0,472,394,48
Empoleon,Water,3,84,86,88,60,278,Vespiquen,Bug,4,70,80,102,40,206,0,473,395,416
Starly,Normal,5,40,55,30,60,150,Vikavolt,Bug,4,77,70,90,43,225,1,474,396,738
Staravia,Normal,5,55,75,50,80,234,Vivillon,Bug,4,80,52,50,89,196,0,475,397,666
Staraptor,Normal,5,85,120,70,100,338.5,Volbeat,Bug,4,65,73,75,85,178,0,476,398,313
Bidoof,Normal,5,59,45,40,31,115,Volcarona,Bug,4,85,60,65,100,265,1,477,399,637
Bibarel,Normal,5,79,85,60,71,260,Weedle,Bug,4,40,35,30,50,70,0,478,400,13
Kricketot,Bug,4,37,25,41,25,73,Whirlipede,Bug,4,40,55,99,47,228.5,1,479,401,544
Kricketune,Bug,4,77,85,51,65,243,Wimpod,Bug,4,25,35,40,80,95,0,480,402,767
Shinx,Electric,8,45,65,34,45,130,Wormadam Plant Cloak,Bug,4,60,59,85,36,207.5,1,481,403,413
Luxio,Electric,8,60,85,49,60,175,Wormadam Sandy Cloak,Bug,4,60,79,105,36,280,1,482,404,413
Luxray,Electric,8,80,120,79,70,280,Wormadam Trash Cloak,Bug,4,60,69,95,36,140,0,483,405,413
Budew,Grass,1,40,30,35,55,115,Wurmple,Bug,4,45,45,35,20,130,1,484,406,265
Roserade,Grass,1,60,70,65,90,220,Yanma,Bug,4,65,65,45,95,252.5,1,485,407,193
Cranidos,Rock,15,67,125,40,58,214,Yanmega,Bug,4,86,76,86,95,-157,0,486,408,469
Rampardos,Rock,15,97,165,60,58,310,Accelgor,Bug,4,80,70,40,145,5,0,487,409,617
Shieldon,Rock,15,30,42,118,30,175,Ariados,Bug,4,70,90,70,40,186,1,488,410,168
Bastiodon,Rock,15,60,52,168,30,275,Beautifly,Bug,4,60,70,50,65,37,0,489,411,267
Burmy,Bug,4,40,29,45,36,60,Beedrill,Bug,4,65,90,40,75,255.5,1,490,412,15
Wormadam Plant Cloak,Bug,4,60,59,85,36,200,Blipbug,Bug,4,25,20,20,45,51,0,491,413,824
Wormadam Sandy Cloak,Bug,4,60,79,105,36,251,Burmy,Bug,4,40,29,45,36,71,0,492,413,412
Wormadam Trash Cloak,Bug,4,60,69,95,36,237.5,Butterfree,Bug,4,60,45,50,70,190.5,0,493,413,12
Mothim,Bug,4,70,94,50,66,210.5,Buzzwole,Bug,4,107,139,139,79,417,1,494,414,794
Combee,Bug,4,30,30,42,70,154.5,Cascoon,Bug,4,50,35,55,15,125,0,495,415,268
Vespiquen,Bug,4,70,80,102,40,277,Caterpie,Bug,4,45,30,35,45,75,0,496,416,10
Pachirisu,Electric,8,60,45,70,95,188,Charjabug,Bug,4,57,82,95,36,247.5,1,497,417,737
Buizel,Water,3,55,65,35,85,210,Combee,Bug,4,30,30,42,70,107,0,498,418,415
Floatzel,Water,3,85,105,55,115,255,Crustle,Bug,4,70,105,125,45,135,0,499,419,558
Cherubi,Grass,1,45,35,45,35,70,Cutiefly,Bug,4,40,45,40,84,191.5,1,500,420,742
Cherrim,Grass,1,70,60,70,85,215,Dottler,Bug,4,50,35,80,30,165,0,501,421,825
Shellos,Water,3,76,48,48,34,97,Durant,Bug,4,58,109,112,109,340,1,502,422,632
Gastrodon,Water,3,111,83,68,39,251,Dustox,Bug,4,60,50,70,65,162,0,503,423,269
Ambipom,Normal,5,75,100,66,115,291,Dwebble,Bug,4,50,65,85,55,205,0,504,424,557
Drifloon,Ghost,16,90,50,34,70,210.25,Escavalier,Bug,4,70,135,105,20,280,1,505,425,589
Drifblim,Ghost,16,150,80,44,80,331.5,Forretress,Bug,4,75,90,140,40,265,0,506,426,205
Buneary,Normal,5,55,66,44,85,173,Galvantula,Bug,4,70,77,60,108,249,1,507,427,596
Lopunny,Normal,5,65,76,84,105,210,Genesect,Bug,4,71,120,95,99,347,1,508,428,649
Mega Lopunny,Normal,5,65,136,94,135,367.5,Golisopod,Bug,4,75,125,140,40,244,0,509,428,768
Mismagius,Ghost,16,60,60,60,105,254,Grubbin,Bug,4,47,62,45,46,140,0,510,429,736
Honchkrow,Dark,6,100,125,52,71,223,Heracross,Bug,4,80,125,75,85,302.5,1,511,430,214
Glameow,Normal,5,49,55,42,85,184,Illumise,Bug,4,65,47,75,85,217,1,512,431,314
Purugly,Normal,5,71,82,64,112,282,Joltik,Bug,4,50,47,50,65,130,0,513,432,595
Chingling,Psychic,14,45,30,50,45,120,Kakuna,Bug,4,45,25,50,35,95,0,514,433,14
Stunky,Poison,7,63,63,47,74,172,Karrablast,Bug,4,50,75,45,60,167,0,515,434,588
Skuntank,Poison,7,103,93,67,84,322,Kricketot,Bug,4,37,25,41,25,35,0,516,435,401
Bronzor,Steel,12,57,24,86,23,105,Kricketune,Bug,4,77,85,51,65,254,1,517,436,402
Bronzong,Steel,12,67,89,116,33,220,Larvesta,Bug,4,55,85,55,60,210.5,0,518,437,636
Bonsly,Rock,15,50,80,95,10,132,Leavanny,Bug,4,75,103,80,92,190,1,519,438,542
